gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886
all1758,1492,2111792,2113284,78,78,3.050505406,73,73,3.097182132,1.015301309,211,211,7.97400203,2.613993738,204,204,7.658735521,2.510644795,10000,not registered,0,Unknown,1,1,1,GO:0003824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1760,736,2115603,2116339,81,81,6.42174748,51,51,4.386368054,-1.464023858,88,88,6.741671199,1.049818795,139,139,10.57871005,1.647325761,10000,not registered,0,Unknown,1,1,1,GO:0003723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1762,997,2117621,2118618,99,99,5.794100925,52,52,3.301572918,-1.754951676,182,182,10.29292811,1.776449572,138,138,7.753176239,1.338115497,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1763,943,2118649,2119592,136,136,8.41537038,124,124,8.323820391,-1.010998554,303,303,18.11730708,2.152882911,286,286,16.98830574,2.018723475,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1765,658,2120425,2121083,15,15,1.330182975,7,7,0.673418208,-1.975270284,10,10,0.856913167,-1.552296109,13,13,1.106657385,-1.201982648,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1766,1102,2121005,2122107,10,10,0.529498123,15,15,0.861633097,1.627263742,42,42,2.148970262,4.058504022,25,25,1.270732514,2.399881055,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1767,1108,2121999,2123107,30,33,1.737881655,24,28,1.599672132,-1.086398656,48,59,3.002444311,1.727646012,52,67,3.387121459,1.948994311,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1768,1069,2123028,2124097,39,47,2.565465461,32,39,2.309402385,-1.110878502,86,117,6.171217687,2.405496305,99,122,6.392604755,2.491791393,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1769,796,2124237,2125033,33,33,2.419061399,33,33,2.624300603,1.084842495,20,20,1.416705688,-1.707525719,16,16,1.125907321,-2.148543983,10000,not registered,0,Unknown,1.685405509,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1770,1123,2124970,2126093,12,12,0.623515866,3,3,0.169104127,-3.687171197,25,25,1.255228994,2.013146836,17,18,0.897818349,1.439928633,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1771,817,2126050,2126867,3,3,0.214262031,4,4,0.309920742,1.44645666,7,7,0.483101842,2.254724457,3,3,0.205681356,-1.041718295,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1772,4603,2126797,2131400,76,76,0.963426609,47,47,0.646352735,-1.490558569,62,62,0.759474898,-1.268543056,65,65,0.790984749,-1.218009083,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1776,2110,2134601,2136711,29,29,0.801976351,24,24,0.720014918,-1.113832966,108,108,2.886051057,3.598673517,83,83,2.203389954,2.747450035,1060,1000to1500,1,Unknown,1,1,1,GO:0003824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1780,838,2138753,2139591,1,1,0.069630899,19,23,1.737386832,24.95137738,5,5,0.336425336,4.831552407,4,5,0.334211749,4.799762109,10000,not registered,0,Unknown,1,1,1,GO:0009236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1781,493,2139598,2140091,28,28,3.314035311,28,28,3.595206334,1.084842495,26,26,2.973645124,-1.114469001,18,18,2.045131857,-1.620450681,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1782,1948,2140335,2142283,25,25,0.748853865,30,30,0.974866194,1.301810994,63,63,1.823535854,2.435102413,52,52,1.495237289,1.996701037,10000,not registered,0,Unknown,1,2.956030338,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1783,706,2142458,2143164,29,29,2.396841503,15,15,1.344928715,-1.782132745,132,132,10.54221672,4.398378743,52,52,4.125668893,1.721293998,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1784,1024,2143161,2144185,8,8,0.45586479,12,12,0.741812244,1.627263742,40,40,2.202534625,4.831552407,26,26,1.422227656,3.119845371,10000,not registered,0,Unknown,1,1,1,GO:0019303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1787,724,2150635,2151359,30,30,2.417846401,21,21,1.836087765,-1.316846856,52,52,4.049743222,1.674938168,46,46,3.558893513,1.471927047,158,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1797,595,2158455,2159050,536,536,52.56465803,263,263,27.98024358,-1.878634755,175,175,16.58379012,-3.169640816,162,162,15.25084042,-3.446672877,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1800,673,2161849,2162522,23,23,1.994154446,33,33,3.103927608,1.556513144,24,24,2.010753749,1.008323981,16,16,1.331682358,-1.497470049,10000,not registered,0,Unknown,0.537052973,1,1,GO:0008324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1802,1435,2162718,2164153,12,12,0.487950047,9,9,0.39701171,-1.229057066,8,8,0.31434083,-1.552296109,15,15,0.585511037,1.199940527,10000,not registered,0,Unknown,1,1,1,GO:0015379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1804,3964,2165158,2169122,186,186,2.73794877,211,211,3.369469407,1.230654658,327,327,4.6513264,1.698836169,277,277,3.914189533,1.429606564,10000,not registered,0,Unknown,1,0.604050805,1,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1806,886,2171315,2172201,7,7,0.461009991,9,9,0.64301558,1.394797493,20,20,1.272796533,2.76088709,19,19,1.201200784,2.605585145,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1807,955,2172168,2173123,56,56,3.421611326,43,43,2.850216121,-1.200474343,45,45,2.656879464,-1.287830846,67,67,3.929770237,1.148514505,19,within500,1,Unknown,1,1,1.502642748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1811,1603,2176666,2178269,11,11,0.400410246,3,3,0.118467832,-3.379906931,15,15,0.527619024,1.317696111,19,19,0.663920084,1.658099638,10000,not registered,0,Unknown,1,1,1,GO:0006072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1812,478,2179609,2180087,2,4,0.488290319,2,2,0.264859044,-1.843585599,6,11,1.297560147,2.657353824,4,4,0.468735475,-1.041718295,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1813,424,2179967,2180391,5,11,1.513815152,9,11,1.642251006,1.084842495,20,38,5.05336246,3.338163481,8,9,1.188974063,-1.273211249,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1814,670,2180443,2181113,11,11,0.957996455,7,7,0.661356986,-1.448531542,176,176,14.81155225,15.4609677,68,68,5.68499174,5.934251335,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1816,748,2181763,2182511,7,7,0.546062636,3,3,0.253882265,-2.150849865,4,4,0.301523457,-1.811012127,7,7,0.52419415,-1.041718295,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1820,3130,2185026,2188156,24,24,0.447417455,21,21,0.424705285,-1.053477485,21,21,0.378301155,-1.182701797,25,25,0.447395281,-1.000049563,10000,not registered,0,Unknown,1.735329494,1.766190329,1.708619017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1826,817,2191286,2192103,89,89,6.356440258,92,92,7.128177062,1.121410219,96,96,6.625396687,1.042312429,69,69,4.730671181,-1.343665627,79,within500,1,Unknown,0.627884424,1,0.592337976,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1829,496,2194147,2194643,13,13,1.529352845,10,10,1.276236119,-1.198330639,22,26,2.955659367,1.932620963,4,7,0.790518598,-1.93461969,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1830,409,2194555,2194964,5,5,0.713333657,6,9,1.392938395,1.95271649,7,10,1.378603579,1.932620963,4,9,1.232579469,1.727914359,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1831,1198,2195125,2196323,5,5,0.243533778,4,4,0.211356633,-1.152240999,32,32,1.506107149,6.184387081,18,18,0.841611023,3.455828718,200,within500,1,Unknown,1,1,1,GO:0004563,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1835,922,2200897,2201819,457,457,28.92219823,195,195,13.38802142,-2.16030415,954,954,58.34184557,2.017199561,561,561,34.08220373,1.178409866,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1837,763,2202018,2202781,23,25,1.911883786,12,12,0.995564532,-1.920401665,30,31,2.290866944,1.198224997,55,57,4.184523833,2.188691522,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1838,682,2202677,2203359,31,32,2.737862435,31,32,2.970149514,1.084842495,109,120,9.92109438,3.623664305,115,117,9.609420875,3.509826042,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1841,490,2203762,2204252,10,10,1.190830472,5,6,0.7751181,-1.536321332,31,38,4.372705475,3.67197983,24,30,3.429421788,2.879857265,10000,not registered,0,Unknown,1,1,1,GO:0008324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1842,1528,2204148,2205676,29,30,1.145628792,13,14,0.579985839,-1.975270284,141,154,5.682769964,4.960393805,121,131,4.802237883,4.191792242,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1843,436,2205572,2206008,9,11,1.472150515,8,9,1.306678449,-1.126635644,39,45,5.819541027,3.953088333,21,25,3.211805574,2.18171005,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1846,2143,2208313,2210456,56,58,1.579253478,65,65,1.920011782,1.215771761,85,87,2.289073783,1.449465722,74,75,1.960355432,1.241317787,10000,not registered,0,Unknown,1,0.580814128,0.454076217,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1847,673,2210360,2211033,48,49,4.248415995,48,64,6.019738391,1.416937136,41,41,3.435037655,-1.236788769,31,36,2.996285307,-1.417894346,10000,not registered,0,Unknown,1,1,1,GO:0000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1848,931,2210932,2211863,2,2,0.125350576,4,4,0.271971263,2.169684989,2,3,0.181691363,1.449465722,11,11,0.66181824,5.27973832,10000,not registered,0,Unknown,1,0.52081194,1,GO:0008757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1849,919,2211916,2212835,64,64,4.063595606,65,65,4.477241838,1.101793159,100,100,6.135460978,1.509860127,81,81,4.937023967,1.214939784,10000,not registered,0,Unknown,1,1,0.643074582,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1861,910,2223387,2224297,521,522,33.47149651,440,440,30.60722755,-1.093581457,220,220,13.631511,-2.455450208,340,340,20.9282663,-1.59934397,10000,not registered,0,Unknown,1.668518258,11.54430003,13.6103567,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1862,1102,2224410,2225512,1,1,0.052949812,4,4,0.229768826,4.339369979,23,23,1.176817048,22.22514107,10,10,0.508293005,9.599524218,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1863,964,2225861,2226825,21,21,1.271125058,18,18,1.181974696,-1.075424933,41,41,2.398112388,1.886606178,53,53,3.079601792,2.422737065,10000,not registered,0,Unknown,1,1,0.55818649,GO:0003824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1864,850,2226919,2227769,48,48,3.295097966,36,36,2.680996723,-1.229057066,142,142,9.419592785,2.858668508,171,171,11.26867653,3.419830503,10000,not registered,0,Unknown,1,1,1,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1866,433,2228945,2229378,14,14,1.886627492,8,9,1.315731648,-1.43389991,34,40,5.208765487,2.76088709,51,54,6.985565859,3.702673627,407,within500,1,Unknown,1,1,1,GO:0015035,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1873,448,2235679,2236127,3572,3572,465.2425802,1045,1045,147.655961,-3.150855387,4526,4526,569.6383835,1.224390045,2009,2009,251.1872844,-1.852174091,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1875,1609,2236870,2238479,41,41,1.486872852,52,52,2.045785083,1.375897798,162,162,5.677036417,3.818104829,129,129,4.490858737,3.020338108,10000,not registered,0,Unknown,1,1.988604657,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1876,1072,2238797,2239869,157,157,8.545763829,138,138,8.148862864,-1.048706301,273,273,14.35921081,1.680272366,254,254,13.27194763,1.553044045,10000,not registered,0,Unknown,1,1,1.897967216,GO:0003951,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all1880,1177,2243237,2244414,11,11,0.545333581,15,15,0.806728694,1.479330674,19,19,0.910206322,1.669081741,180,180,8.566270227,15.70831236,10000,not registered,0,Unknown,1,1,1,GO:0048529,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
