gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886,old_locus_tag,locus_tag,protein_id,gene_symbol,product,diazo_mean_pident,diazo_hit_count,nondiazo_mean_pident,nondiazo_hit_count,diazo_minus_nondiazo_mean_pident,has_diazo_hit,has_nondiazo_hit,diazo_hit_frac,nondiazo_hit_frac
all1007,1543,1177716,1179259,61,61,2.306799924,66,66,2.70763873,1.173764011,64,64,2.338712073,1.013833948,416,416,15.1016059,6.546560778,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1007,PCC7120DELTA_RS06895,WP_190449680.1,PCC7120DELTA_RS06895,DUF2157 domain-containing protein,78.65966667,3,35.084,1,43.57566667,1,1,0.375,0.5
all1009,478,1180362,1180840,79,79,9.643733805,68,68,9.005207497,-1.07090634,96,96,11.32416128,1.174250712,76,76,8.905974016,-1.082838754,293,within500,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1009,PCC7120DELTA_RS06905,WP_044520798.1,PCC7120DELTA_RS06905,hypothetical protein,52.486,4,,0,,1,0,0.5,0
all1011,679,1181535,1182214,4,4,0.343744879,4,4,0.372909052,1.084842495,21,21,1.743862466,5.073130028,22,22,1.814883008,5.27973832,10000,not registered,0,Unknown,1,1,1,GO:0016407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1011,PCC7120DELTA_RS06915,WP_044520799.1,PCC7120DELTA_RS06915,sugar O-acetyltransferase,64.39257143,7,,0,,1,0,0.875,0
all1019,928,1189168,1190096,265,265,16.66264406,195,195,13.30146093,-1.252692779,550,550,33.41776672,2.005550056,559,559,33.74112507,2.024956241,10000,not registered,0,Unknown,1,1,1,GO:0070006,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1019,PCC7120DELTA_RS06955,WP_010995193.1,map,type I methionyl aminopeptidase,79.442,8,73.285,2,6.157,1,1,1,1
all1020,670,1190137,1190807,20,20,1.741811736,15,15,1.417193542,-1.229057066,91,92,7.742402311,4.445028215,85,86,7.189842495,4.127795414,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1020,PCC7120DELTA_RS06960,WP_044522778.1,PCC7120DELTA_RS06960,plastocyanin/azurin family copper-binding protein,67.54033333,6,,0,,1,0,0.75,0
all1021,2938,1190742,1193680,87,87,1.727879613,77,77,1.659020077,-1.04150615,312,314,6.026158723,3.487603347,340,341,6.501271688,3.762572136,10000,not registered,0,Unknown,1,2.377882842,4.33423332,GO:0003824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1021,PCC7120DELTA_RS06965,WP_010995195.1,PCC7120DELTA_RS06965,M16 family metallopeptidase,72.03666667,3,48.094,1,23.94266667,1,1,0.375,0.5
all1032,538,1204411,1204949,12,12,1.301502449,8,8,0.941283443,-1.382689199,15,15,1.572069323,1.207888102,28,28,2.915220999,2.239888984,1479,1000to1500,1,Unknown,1,1,1,GO:0008080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1032,PCC7120DELTA_RS07020,WP_199315774.1,PCC7120DELTA_RS07020,GNAT family N-acetyltransferase,,0,,0,,0,0,0,0
all1033,427,1205014,1205441,5,10,1.366526772,5,7,1.037726418,-1.316846856,5,10,1.320489143,-1.034864072,14,20,2.623601368,1.919904844,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1033,PCC7120DELTA_RS07025,WP_010995207.1,PCC7120DELTA_RS07025,helix-turn-helix domain-containing protein,76.324,3,34.091,1,42.233,1,1,0.375,0.5
all1034,472,1205337,1205809,5,9,1.112619149,15,20,2.682258963,2.410761099,41,64,7.645408324,6.871541201,35,45,5.340307233,4.799762109,698,500to1000,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1034,PCC7120DELTA_RS07030,WP_010995208.1,PCC7120DELTA_RS07030,type II toxin-antitoxin system RelE/ParE family toxin,81.036,3,57.009,1,24.027,1,1,0.375,0.5
all1035,541,1205855,1206396,4,4,0.431428415,2,2,0.234015939,-1.843585599,3,3,0.31267035,-1.379818763,4,4,0.414150752,-1.041718295,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1035,PCC7120DELTA_RS07035,WP_010995209.1,PCC7120DELTA_RS07035,cyclic nucleotide-binding domain-containing protein,91.27033333,3,70,1,21.27033333,1,1,0.375,0.5
all1043,811,1214612,1215423,60,60,4.316944006,53,53,4.136830469,-1.043539018,131,131,9.107792993,2.109777885,60,60,4.144060854,-1.041718295,1120,1000to1500,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1043,PCC7120DELTA_RS07070,WP_010995217.1,PCC7120DELTA_RS07070,Uma2 family endonuclease,55.8135,6,62.014,2,-6.2005,1,1,0.75,1
all1051,1270,1222203,1223473,17,17,0.781072271,13,13,0.647966181,-1.205421353,5,5,0.221987742,-3.518537846,9,9,0.396948821,-1.967690113,10000,not registered,0,Unknown,1,1,1,GO:0006629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1051,PCC7120DELTA_RS07115,WP_010995225.1,PCC7120DELTA_RS07115,glycerophosphodiester phosphodiesterase family protein,62.19271429,7,,0,,1,0,0.875,0
all1053,1561,1224826,1226387,28,28,1.046649204,25,25,1.013794227,-1.032407935,98,98,3.539858339,3.382086685,104,104,3.731867058,3.565537567,10000,not registered,0,Unknown,1,1,1,GO:0050567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1053,PCC7120DELTA_RS07125,WP_010995227.1,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,81.734875,8,76.317,2,5.417875,1,1,1,1
all1058,3166,1230573,1233739,18,18,0.331747466,7,8,0.159952777,-2.074033799,25,25,0.445237574,1.342097891,17,17,0.300769462,-1.102995842,10000,not registered,0,Unknown,1,1,1,GO:0008801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1058,PCC7120DELTA_RS07150,WP_010995232.1,pgmB,beta-phosphoglucomutase,75.947,3,,0,,1,0,0.375,0
all1059,2518,1233669,1236187,7,7,0.162214,7,7,0.17597664,1.084842495,13,13,0.29110545,1.794576608,5,5,0.111226944,-1.458405613,512,500to1000,1,Unknown,1,1,1,GO:0005985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1059,PCC7120DELTA_RS07155,WP_010995233.1,PCC7120DELTA_RS07155,sucrose synthase,79.826,3,,0,,1,0,0.375,0
all1061,2347,1237673,1240020,119,119,2.958556662,106,106,2.858942915,-1.03484286,196,196,4.708750632,1.591570205,160,160,3.818586397,1.290692332,10000,not registered,0,Unknown,1,1,1,GO:0008863,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1061,PCC7120DELTA_RS07165,WP_010995235.1,PCC7120DELTA_RS07165,FdhF/YdeP family oxidoreductase,73.59583333,6,,0,,1,0,0.75,0
all1062,592,1240250,1240842,36,36,3.548352962,45,45,4.811755099,1.356053118,24,24,2.285873773,-1.552296109,38,38,3.595486131,1.013283112,10000,not registered,0,Unknown,1,1,1,GO:0008113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1062,PCC7120DELTA_RS07170,WP_010995236.1,msrA,peptide-methionine (S)-S-oxide reductase MsrA,72.90185714,7,64.706,1,8.195857143,1,1,0.875,0.5
all1065,886,1242515,1243401,133,133,8.75918983,128,128,9.145110468,1.044058942,156,156,9.927812954,1.133416805,136,136,8.598068772,-1.018739215,241,within500,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1065,PCC7120DELTA_RS07180,WP_010995239.1,PCC7120DELTA_RS07180,SMI1/KNR4 family protein,97.701,1,,0,,1,0,0.125,0
all1070,601,1251440,1252041,10,10,0.970893397,1,2,0.210653283,-4.608963997,0,0,0,#NAME?,7,7,0.652408027,-1.488168993,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1070,PCC7120DELTA_RS07205,WP_010995244.1,PCC7120DELTA_RS07205,chemotaxis protein CheW,47.25714286,7,,0,,1,0,0.875,0
all1071,463,1251961,1252424,2,2,0.25205483,1,1,0.136719895,-1.843585599,0,0,0,#NAME?,0,0,0,#NAME?,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1071,PCC7120DELTA_RS07210,WP_010995245.1,PCC7120DELTA_RS07210,response regulator transcription factor,70.3476,5,51.695,1,18.6526,1,1,0.625,0.5
all1072,1285,1252600,1253885,76,76,3.451091579,72,72,3.546843914,1.027745521,17,17,0.745947913,-4.626451147,24,24,1.046173806,-3.2987746,654,500to1000,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1072,PCC7120DELTA_RS07215,WP_010995246.1,PCC7120DELTA_RS07215,response regulator,55.04271429,7,42.513,1,12.52971429,1,1,0.875,0.5
all1075,985,1258346,1259331,98,98,5.805449674,83,83,5.334019143,-1.08838186,145,145,8.300313225,1.4297451,209,209,11.88518055,2.047245471,10000,not registered,0,Unknown,0.377076447,0.31189831,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1075,PCC7120DELTA_RS07230,WP_010995249.1,PCC7120DELTA_RS07230,ParA family protein,74.12825,8,61.356,1,12.77225,1,1,1,0.5
all1076,1087,1259587,1260674,60,60,3.220829429,73,73,4.251146036,1.319891702,83,83,4.30537771,1.336729499,48,48,2.473474408,-1.302147869,19,within500,1,Unknown,1,1,1,GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1076,PCC7120DELTA_RS07235,WP_044520809.1,PCC7120DELTA_RS07235,GntR family transcriptional regulator,69.986375,8,59.536,2,10.450375,1,1,1,1
all1082,469,1266650,1267119,36,36,4.478944464,22,22,2.969357897,-1.508388217,19,19,2.284249129,-1.960795084,18,18,2.149786792,-2.08343659,10000,not registered,0,Unknown,1,1,1,GO:0015979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1082,PCC7120DELTA_RS07265,WP_010995256.1,psb28,photosystem II reaction center protein Psb28,69.47016667,6,52.353,2,17.11716667,1,1,0.75,1
all1084,1936,1268304,1270240,0,0,0,0,0,0,1,4,4,0.116497699,Inf,8,8,0.231462352,Inf,10000,not registered,0,Unknown,1,1,1,GO:0004198,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1084,PCC7120DELTA_RS07275,WP_010995258.1,PCC7120DELTA_RS07275,C2 family cysteine protease,,0,,0,,0,0,0,0
all1087,490,1272693,1273183,17,17,2.024411803,15,15,1.937795251,-1.044698506,266,266,30.60893833,15.11991695,191,191,21.83398538,10.7853478,10000,not registered,0,Unknown,1,1,1,GO:0043856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1087,PCC7120DELTA_RS07290,WP_041456314.1,PCC7120DELTA_RS07290,STAS domain-containing protein,63.30457143,7,54.369,1,8.935571429,1,1,0.875,0.5
all1088,1507,1273902,1275409,7,7,0.271038389,9,9,0.378043665,1.394797493,52,52,1.945596611,7.178306434,63,63,2.34165562,8.639571796,10000,not registered,0,Unknown,1,1,1,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1088,PCC7120DELTA_RS07295,WP_010995262.1,PCC7120DELTA_RS07295,sensor histidine kinase,93.803,1,,0,,1,0,0.125,0
all1089,1447,1275568,1277015,17,17,0.685529913,13,13,0.568705632,-1.205421353,93,93,3.623907695,5.286286752,76,76,2.94198727,4.291552003,10000,not registered,0,Unknown,1,1,1,GO:0008237,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1089,PCC7120DELTA_RS07300,WP_010995263.1,PCC7120DELTA_RS07300,TldD/PmbA family protein,70.5034,5,,0,,1,0,0.625,0
all1090,1537,1277054,1278591,42,42,1.594488687,34,34,1.400289259,-1.138685223,124,126,4.622313393,2.898931444,100,100,3.644364945,2.285601004,10000,not registered,0,Unknown,1,1,1,GO:0008237,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1090,PCC7120DELTA_RS07305,WP_010995264.1,PCC7120DELTA_RS07305,TldD/PmbA family protein,63.40871429,7,,0,,1,0,0.875,0
all1091,466,1278527,1278993,2,2,0.250432159,7,7,0.95087807,3.796948731,17,17,2.056959375,8.213639092,32,32,3.846447327,15.35923875,1448,1000to1500,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1091,PCC7120DELTA_RS07310,WP_010995265.1,PCC7120DELTA_RS07310,four helix bundle protein,45.755,6,41.228,1,4.527,1,1,0.75,0.5
all1092,1561,1278924,1280485,146,147,5.494908324,101,102,4.136280445,-1.328466093,198,198,7.151958684,1.301561057,207,211,7.571384127,1.377890891,10000,not registered,0,Unknown,1,1,1,GO:0004817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1092,PCC7120DELTA_RS07315,WP_010995266.1,cysS,cysteine--tRNA ligase,70.03975,8,64.533,2,5.50675,1,1,1,1
all1100,1096,1288407,1289503,2,2,0.106479367,2,2,0.115513342,1.084842495,20,20,1.028921285,9.663104815,15,15,0.766613447,7.199643164,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1100,PCC7120DELTA_RS07350,WP_010995273.1,PCC7120DELTA_RS07350,iron-siderophore ABC transporter substrate-binding protein,,0,,0,,0,0,0,0
all1101,2758,1289636,1292394,19,19,0.401980845,22,22,0.504941571,1.256133415,40,40,0.81776485,2.034337856,58,58,1.177957061,2.930381077,10000,not registered,0,Unknown,1,1,1,GO:0015344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1101,PCC7120DELTA_RS07355,WP_044520811.1,PCC7120DELTA_RS07355,TonB-dependent siderophore receptor,,0,,0,,0,0,0,0
all1103,439,1292935,1293374,15,15,1.993759447,6,6,0.865165989,-2.304481998,13,13,1.669711898,-1.19407393,24,24,3.062262736,1.535923875,45,within500,1,Unknown,1,1,1,GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1103,PCC7120DELTA_RS07365,WP_010995276.1,PCC7120DELTA_RS07365,ArsR/SmtB family transcription factor,,0,,0,,0,0,0,0
all1116,1057,1306902,1307959,16,16,0.883264986,14,14,0.838427967,-1.053477485,22,22,1.173573794,1.328676912,23,23,1.218845271,1.379931606,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1116,PCC7120DELTA_RS07435,WP_010995289.1,PCC7120DELTA_RS07435,glycosyltransferase family A protein,51.22175,4,,0,,1,0,0.5,0
all1119,868,1311474,1312342,0,0,0,0,0,0,1,1,1,0.064959547,Inf,0,1,0.06453213,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1119,PCC7120DELTA_RS07450,WP_010995292.1,PCC7120DELTA_RS07450,DUF928 domain-containing protein,76.348,2,33.649,1,42.699,1,1,0.25,0.5
all1122,613,1318855,1319468,33,33,3.141228179,42,42,4.337120855,1.38070863,24,24,2.207564883,-1.422938099,24,24,2.193039708,-1.432362655,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1122,PCC7120DELTA_RS07465,WP_010995295.1,PCC7120DELTA_RS07465,universal stress protein,79.477,2,36.875,1,42.602,1,1,0.25,0.5
all1123,592,1319527,1320119,0,0,0,1,1,0.106927891,Inf,7,7,0.666713184,Inf,8,8,0.756944449,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1123,PCC7120DELTA_RS07470,WP_010995296.1,PCC7120DELTA_RS07470,orange carotenoid protein N-terminal domain-containing protein,69.2024,5,,0,,1,0,0.625,0
all1124,799,1320297,1321096,8,8,0.584237228,18,18,1.426062087,2.440895613,26,26,1.834802311,3.140509065,25,25,1.752624819,2.999851318,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1124,PCC7120DELTA_RS07475,WP_010995297.1,PCC7120DELTA_RS07475,glutathione binding-like protein,71.17385714,7,,0,,1,0,0.875,0
all1126,1471,1321643,1323114,30,30,1.190020934,31,34,1.46311665,1.229488161,31,32,1.226591682,1.03073118,431,451,17.17353095,14.43128474,10000,not registered,0,Unknown,1,1,1,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all1126,PCC7120DELTA_RS07485,WP_010995299.1,PCC7120DELTA_RS07485,NAD(P)/FAD-dependent oxidoreductase,95.833,1,,0,,1,0,0.125,0
